random_state,model_name,train_acc,test_acc,train_f1,test_f1
0,rf,0.8529718456725756,0.60625,0.4403902164951889,0.29003039603118563
0,dt,0.8050052137643379,0.484375,0.4618510516670236,0.2623538891984351
0,svc,0.5933263816475496,0.5765625,0.20949909998494784,0.21240247916943
0,mlp,0.6465067778936392,0.5890625,0.30869593200812245,0.2878825886538166
0,gbm,0.921793534932221,0.5703125,0.9492017192195995,0.3102716701768265
